Model,First Choice LL,AIC,Coefficient Names,Estimated Coefficients,Standard Errors,Likelihood Ratio Test,Embedding_Model,Data_Type,Category_Code,AIC_min,Delta,ExpDelta,Akaike_Weight,cat_code4,category1,category2,category3,category4,num_transactions,num_products,mean_price,overall_numprod,overall_purch,batch
plain logit with PCs,-351.0857933966495,710.1715867932991,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3']",[3.23000709 2.18519802 1.49504261 0.0156097 ],[0.0144925  1.28095468 0.93608565 0.83440307],1.0,description_ST_text,logit,27040201,697.0981145363558,13.073472256943319,0.0014492108262480154,2.7224966493683648e-05,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price,-348.8598281190572,707.7196562381143,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.price']",[  0.66911885  39.42287583 -27.393052   -42.29268786  -0.55834516],[ 0.64694318 37.44208029 25.40486741 41.01618416  0.57381664],0.03486181460955631,description_ST_text,descriptions,27040201,697.0981145363558,10.621541701758588,0.004938118697020691,9.276781102738825e-05,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC1,-348.568590442315,707.1371808846301,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.description_ST_text_pc1']",[ 0.01189341 -3.27164559 -1.47642503 -0.52414027  3.30926181],[0.0155704  6.41727003 1.7091304  0.88979768 5.07486282],0.0248486080619205,description_ST_text,descriptions,27040201,697.0981145363558,10.039066348274332,0.00660761059295681,0.00012413099166688939,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC2,-347.8889215747831,705.7778431495663,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.description_ST_text_pc2']",[  0.01141051   1.15207354   6.89919202   1.29472846 -10.43304575],[ 0.0300226   3.47382195 13.57084488  3.43138753 18.21440166],0.01145232523791094,description_ST_text,descriptions,27040201,697.0981145363558,8.6797286132105,0.013038297294229666,0.0002449382798837444,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC3,-346.2236749782305,702.447349956461,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.description_ST_text_pc3']",[ 0.09412788  8.75840621 -6.98339602 -5.98676674  6.369911  ],[0.05501244 5.56075424 4.14368092 3.62173047 6.1580805 ],0.001818538153900433,description_ST_text,descriptions,27040201,697.0981145363558,5.349235420105288,0.06893317581831877,0.001294983012799931,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price and PC1,-347.4543490293604,706.9086980587208,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.price' 'sd.description_ST_text_pc1']","[-1.35799928e-02 -5.34969067e+01 -7.19295641e+00  2.47853416e+00
 -5.53033109e-03 -4.28379342e+01]","[4.40472565e-02 9.37976925e+01 1.25935522e+01 4.78496579e+00
 1.47052661e-02 7.48888346e+01]",0.007039397186786963,description_ST_text,descriptions,27040201,697.0981145363558,9.81058352236505,0.0074072816103711876,0.00013915366211673773,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price and PC2,-347.8889215747831,705.7778431495663,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.price' 'sd.description_ST_text_pc2']","[  0.01141051   1.15207354   6.89919202   1.29472846 -10.43304575
   0.        ]",[0.0179426  1.5908381  1.78766999 1.09708533 0.00865954 2.08410359],0.01145232523791094,description_ST_text,descriptions,27040201,697.0981145363558,8.6797286132105,0.013038297294229666,0.0002449382798837444,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price and PC3,-346.2236749782305,702.447349956461,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.price' 'sd.description_ST_text_pc3']",[ 0.09412788  8.75840621 -6.98339602 -5.98676674  6.369911    0.        ],[0.05215964 4.95114134 3.68162916 3.18645948 0.01062284 4.0217424 ],0.001818538153900433,description_ST_text,descriptions,27040201,697.0981145363558,5.349235420105288,0.06893317581831877,0.001294983012799931,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC1 and PC2,-346.7506664965944,705.5013329931888,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.description_ST_text_pc1'
 'sd.description_ST_text_pc2']","[-8.30825169e-03 -6.55593079e+01 -9.36073612e+00  2.63604565e+00
 -5.33101944e+01 -1.19721629e+00]","[4.21418005e-02 1.23230757e+02 1.79717596e+01 5.15751865e+00
 1.00067496e+02 2.95572524e+00]",0.00323446141669148,description_ST_text,descriptions,27040201,697.0981145363558,8.403218456833088,0.014971464918118335,0.0002812548894713931,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC1 and PC3,-344.6960965707941,701.3921931415882,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.description_ST_text_pc1'
 'sd.description_ST_text_pc3']","[  0.1311451    8.07669968 -10.17924231  -7.97034777   4.03285238
  -5.31065751]",[ 0.15105698 10.05354981 11.91374286  9.29349786  5.39784797  6.98321657],0.0003504585079794588,description_ST_text,descriptions,27040201,697.0981145363558,4.294078605232471,0.11682954315316577,0.0021947672072337734,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC2 and PC3,-345.7657289525162,703.5314579050323,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.description_ST_text_pc2'
 'sd.description_ST_text_pc3']",[ 0.10617979 10.02191566 -7.87402207 -6.6324213   0.66194239 -7.88941846],[0.07475553 7.43901931 5.56838323 4.74554446 0.94620725 7.79379773],0.001106599614084835,description_ST_text,descriptions,27040201,697.0981145363558,6.43334336867656,0.04008826285733392,0.0007531006485140059,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
"price, PC1, and PC2",-346.7506664965944,705.5013329931888,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.price' 'sd.description_ST_text_pc1'
 'sd.description_ST_text_pc2']","[-8.30825169e-03 -6.55593079e+01 -9.36073612e+00  2.63604565e+00
 -5.33101944e+01 -1.19721629e+00  0.00000000e+00]","[  0.53426357 123.59575656  25.74687153  26.55108048   1.05881264
 103.64105332  81.23737607]",0.00323446141669148,description_ST_text,descriptions,27040201,697.0981145363558,8.403218456833088,0.014971464918118335,0.0002812548894713931,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
"price, PC1, and PC3",-344.6960965707941,701.3921931415882,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.price' 'sd.description_ST_text_pc1'
 'sd.description_ST_text_pc3']","[  0.1311451    8.07669968 -10.17924231  -7.97034777   4.03285238
  -5.31065751   0.        ]","[  1.83295778 118.60667628 123.89684361 109.03916839   0.4641757
  46.05419204  61.40874315]",0.0003504585079794588,description_ST_text,descriptions,27040201,697.0981145363558,4.294078605232471,0.11682954315316577,0.0021947672072337734,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
"price, PC2, and PC3",-345.7657289525162,703.5314579050323,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.price' 'sd.description_ST_text_pc2'
 'sd.description_ST_text_pc3']","[ 0.10617979 10.02191566 -7.87402207 -6.6324213   0.66194239 -7.88941846
  0.        ]","[ 0.16760251 10.38258815  8.01131004 10.23530831  0.11313784  4.47253877
  5.0631496 ]",0.001106599614084835,description_ST_text,descriptions,27040201,697.0981145363558,6.43334336867656,0.04008826285733392,0.0007531006485140059,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
"PC1, PC2, and PC3",-343.6761984712586,701.3523969425172,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.description_ST_text_pc1'
 'sd.description_ST_text_pc2' 'sd.description_ST_text_pc3']","[  0.14985851  10.95836983 -11.53638495  -9.16073216   3.52905783
  -0.28043499  -7.56336643]","[ 0.17308957 13.87724723 13.4090115  10.78509682  4.44117125  1.00645631
 11.11078024]",0.0001183253236566534,description_ST_text,descriptions,27040201,697.0981145363558,4.254282406161451,0.11917751161700982,0.0022388762917083054,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
"price, PC1, PC2, and PC3",-343.6761984712586,701.3523969425172,"['price' 'description_ST_text_pc1' 'description_ST_text_pc2'
 'description_ST_text_pc3' 'sd.price' 'sd.description_ST_text_pc1'
 'sd.description_ST_text_pc2' 'sd.description_ST_text_pc3']","[  0.14985851  10.95836983 -11.53638495  -9.16073216   3.52905783
  -0.28043499  -7.56336643   0.        ]","[  4.77851173 394.40941312 301.73478101 272.74406976   0.89081797
  26.62742454  59.94562208 167.04366383]",0.0001183253236566534,description_ST_text,descriptions,27040201,697.0981145363558,4.254282406161451,0.11917751161700982,0.0022388762917083054,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
plain logit,-351.0857933966495,710.1715867932991,['product_id_1' 'product_id_2' 'product_id_3' 'price'],[3.23000709 2.18519802 1.49504261 0.0156097 ],[3.65018984 3.66286733 1.481649   0.0144925 ],0.0,description_TFIDF_text,logit,27040201,697.0981145363558,13.073472256943319,0.0014492108262480154,2.7224966493683648e-05,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
plain logit with PCs,-351.0857933966495,710.171586793299,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3']",[ 0.0156097  -1.0844059  -0.58353836  0.56449038],[0.0144925  1.60040969 0.19266024 0.7841561 ],0.9999997309734423,description_TFIDF_text,logit,27040201,697.0981145363558,13.073472256943205,0.0014492108262480978,2.7224966493685196e-05,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price,-348.859828119308,707.7196562386159,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.price']",[  0.6691199  -60.70554831 -13.30840579  15.1970354   -0.55834626],[ 0.64694377 58.12782531 12.78223025 13.69021042  0.57381729],0.03486181461979529,description_TFIDF_text,descriptions,27040201,697.0981145363558,10.621541702260174,0.004938118695782244,9.27678110041227e-05,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC1,-344.0238406585491,698.0476813170983,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.description_TFIDF_text_pc1']",[  0.0950001   -8.18648485  -7.61036943   3.61837102 -14.0426429 ],[ 0.06562172  5.71178447  9.44679244  2.63205535 18.76709889],0.0001711547845026815,description_TFIDF_text,descriptions,27040201,697.0981145363558,0.9495667807425434,0.622019777346606,0.011685302986945652,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC2,-345.934688478228,701.869376956456,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.description_TFIDF_text_pc2']",[ 0.03668015 -1.67529434 -2.68722136  0.68309463 -6.90779256],[0.05216804 4.60585202 2.83960132 2.22847299 7.76232426],0.001328709984988782,description_TFIDF_text,descriptions,27040201,697.0981145363558,4.771262420100243,0.09203087043133375,0.0017288977687010525,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC3,-346.9052715830291,703.8105431660582,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.description_TFIDF_text_pc3']",[ 0.04057461 -3.4948684   0.46781836  1.87296077  3.94844868],[0.03591998 3.76707435 1.52628392 1.89595275 4.51186243],0.003833503382567301,description_TFIDF_text,descriptions,27040201,697.0981145363558,6.712428629702458,0.0348670049157051,0.000655013765680164,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price and PC1,-344.0238406585491,698.0476813170983,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.price' 'sd.description_TFIDF_text_pc1']","[  0.0950001   -8.18648485  -7.61036943   3.61837102 -14.0426429
   0.        ]",[0.08206507 8.3625984  2.82918532 3.83319026 0.01849341 5.12504983],0.0001711547845026815,description_TFIDF_text,descriptions,27040201,697.0981145363558,0.9495667807425434,0.622019777346606,0.011685302986945652,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price and PC2,-345.934688478228,701.869376956456,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.price' 'sd.description_TFIDF_text_pc2']",[ 0.03668015 -1.67529434 -2.68722136  0.68309463 -6.90779256  0.        ],"[6.63125708e-02 6.70138492e+00 4.86058454e+00 3.34349442e+00
 8.92664134e-03 1.43754080e+01]",0.001328709984988782,description_TFIDF_text,descriptions,27040201,697.0981145363558,4.771262420100243,0.09203087043133375,0.0017288977687010525,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price and PC3,-346.1776730747442,704.3553461494885,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.price' 'sd.description_TFIDF_text_pc3']","[ 3.62479610e-01 -3.21991919e+01  1.02407641e+01  1.59136372e+01
  4.09428814e-02 -4.66338555e+01]","[1.03289941e+00 9.33164878e+01 2.82247154e+01 4.62108923e+01
 1.15373366e-01 1.27495678e+02]",0.001729775510988281,description_TFIDF_text,descriptions,27040201,697.0981145363558,7.257231613132717,0.026552913351354325,0.0004988247142563027,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC1 and PC2,-344.0238406585491,698.0476813170983,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.description_TFIDF_text_pc1'
 'sd.description_TFIDF_text_pc2']","[  0.0950001   -8.18648485  -7.61036943   3.61837102 -14.0426429
   0.        ]",[0.03977033 4.16810973 2.86233491 2.01097576 5.73695099 0.98084219],0.0001711547845026815,description_TFIDF_text,descriptions,27040201,697.0981145363558,0.9495667807425434,0.622019777346606,0.011685302986945652,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC1 and PC3,-344.0238406585491,698.0476813170983,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.description_TFIDF_text_pc1'
 'sd.description_TFIDF_text_pc3']","[  0.0950001   -8.18648485  -7.61036943   3.61837102 -14.0426429
   0.        ]",[ 0.10216865  9.432694   22.79656206  5.77165104  1.8101646  61.99564929],0.0001711547845026815,description_TFIDF_text,descriptions,27040201,697.0981145363558,0.9495667807425434,0.622019777346606,0.011685302986945652,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC2 and PC3,-343.9823738625071,699.9647477250141,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.description_TFIDF_text_pc2'
 'sd.description_TFIDF_text_pc3']","[  0.11328992  -7.51413772   8.17060403   5.60159886  -6.78267284
 -28.28541999]",[ 0.17866852 14.46511204 13.71232192  9.18465821 10.30112021 43.81836012],0.0001637741956489086,description_TFIDF_text,descriptions,27040201,697.0981145363558,2.8666331886583976,0.23851654635034267,0.004480786966923968,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
"price, PC1, and PC2",-344.0238406585491,698.0476813170983,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.price' 'sd.description_TFIDF_text_pc1'
 'sd.description_TFIDF_text_pc2']","[  0.0950001   -8.18648485  -7.61036943   3.61837102 -14.0426429
   0.           0.        ]","[6.59003494e-01 3.23351423e+01 8.99152167e+01 1.86236740e+01
 3.57412281e-02 1.36808814e+02 4.93804100e+01]",0.0001711547845026815,description_TFIDF_text,descriptions,27040201,697.0981145363558,0.9495667807425434,0.622019777346606,0.011685302986945652,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
"price, PC1, and PC3",-344.0238406585491,698.0476813170983,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.price' 'sd.description_TFIDF_text_pc1'
 'sd.description_TFIDF_text_pc3']","[  0.0950001   -8.18648485  -7.61036943   3.61837102 -14.0426429
   0.           0.        ]","[ 0.25515517 22.55282425  1.86829479 11.98053557  0.11480377  2.39653387
 19.95654201]",0.0001711547845026815,description_TFIDF_text,descriptions,27040201,697.0981145363558,0.9495667807425434,0.622019777346606,0.011685302986945652,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
"price, PC2, and PC3",-343.9823738625071,699.9647477250141,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.price' 'sd.description_TFIDF_text_pc2'
 'sd.description_TFIDF_text_pc3']","[  0.11328992  -7.51413772   8.17060403   5.60159886  -6.78267284
 -28.28541999   0.        ]","[ 0.68264967 58.47786118  3.49554793 30.75196191  0.29608117  1.59312773
 52.88936116]",0.0001637741956489086,description_TFIDF_text,descriptions,27040201,697.0981145363558,2.8666331886583976,0.23851654635034267,0.004480786966923968,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
"PC1, PC2, and PC3",-343.9823738625071,699.9647477250141,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.description_TFIDF_text_pc1'
 'sd.description_TFIDF_text_pc2' 'sd.description_TFIDF_text_pc3']","[  0.11328992  -7.51413772   8.17060403   5.60159886  -6.78267284
 -28.28541999   0.        ]","[  2.75709179 208.68495731 144.93746687 108.43981553 199.28400769
 101.36318177  45.02036408]",0.0001637741956489086,description_TFIDF_text,descriptions,27040201,697.0981145363558,2.8666331886583976,0.23851654635034267,0.004480786966923968,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
"price, PC1, PC2, and PC3",-343.9823738625071,699.9647477250141,"['price' 'description_TFIDF_text_pc1' 'description_TFIDF_text_pc2'
 'description_TFIDF_text_pc3' 'sd.price' 'sd.description_TFIDF_text_pc1'
 'sd.description_TFIDF_text_pc2' 'sd.description_TFIDF_text_pc3']","[  0.11328992  -7.51413772   8.17060403   5.60159886  -6.78267284
 -28.28541999   0.           0.        ]","[0.08967095 7.97480994 4.31331119 3.81045137 0.02320457 4.4280503
 4.04472806 0.75154886]",0.0001637741956489086,description_TFIDF_text,descriptions,27040201,697.0981145363558,2.8666331886583976,0.23851654635034267,0.004480786966923968,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
plain logit,-351.0857933966495,710.1715867932991,['product_id_1' 'product_id_2' 'product_id_3' 'price'],[3.23000709 2.18519802 1.49504261 0.0156097 ],[3.65018984 3.66286733 1.481649   0.0144925 ],0.0,description_USE_text,logit,27040201,697.0981145363558,13.073472256943319,0.0014492108262480154,2.7224966493683648e-05,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
plain logit with PCs,-351.0857933966495,710.1715867932991,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3']",[3.23000709 2.18519802 1.49504261 0.0156097 ],[0.0144925  0.9863422  0.71784307 1.31345364],1.0,description_USE_text,logit,27040201,697.0981145363558,13.073472256943319,0.0014492108262480154,2.7224966493683648e-05,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price,-348.8598281193359,707.7196562386719,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3' 'sd.price']",[  0.66912002  34.45742934  11.46692932 -52.67279835  -0.55834638],[ 0.64694383 32.39776702 10.43109419 50.70728845  0.57381736],0.03486181462093705,description_USE_text,descriptions,27040201,697.0981145363558,10.621541702316108,0.00493811869564414,9.276781100152828e-05,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC1,-347.3463599320979,704.6927198641959,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3' 'sd.description_USE_text_pc1']","[ 2.30330794e-02 -2.12300418e+01 -3.30830916e+00 -4.27022945e+00
  3.15933070e+01]","[4.69351075e-02 3.90411418e+01 6.47448934e+00 7.14212141e+00
 5.42908131e+01]",0.006242734475287684,description_USE_text,descriptions,27040201,697.0981145363558,7.5946053278401,0.02243119480008838,0.00042139384814475906,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC2,-344.0076308836415,698.0152617672829,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3' 'sd.description_USE_text_pc2']",[  0.11298087  12.27527013   5.45400141  -1.57064032 -20.49212719],[ 0.04563376  9.97661266  2.69091486 13.91451674 35.02964806],0.0001682305711483775,description_USE_text,descriptions,27040201,697.0981145363558,0.9171472309271849,0.6321847412386942,0.011876262643304335,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC3,-344.6947806409376,699.3895612818751,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3' 'sd.description_USE_text_pc3']",[  0.17107931  15.88071939   3.97024245 -12.67738026 -15.04331595],[ 0.2264635  21.12150226  5.71588019 17.04521387 21.32294886],0.0003499657887265155,description_USE_text,descriptions,27040201,697.0981145363558,2.2914467455193517,0.3179938065149605,0.0059738518169799495,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price and PC1,-346.4337978282941,704.8675956565883,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3' 'sd.price' 'sd.description_USE_text_pc1']","[ 5.71320346e-02 -4.05211251e+01 -1.72372656e+01 -7.94503339e-01
 -1.26896513e-01 -7.18991551e+01]","[  0.36915947 124.73980677  54.20512754  29.44009503   0.38631836
 217.83005474]",0.002286551848475541,description_USE_text,descriptions,27040201,697.0981145363558,7.769481120232513,0.0205531603793228,0.00038611297440763637,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price and PC2,-344.0076308836415,698.0152617672829,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3' 'sd.price' 'sd.description_USE_text_pc2']","[  0.11298087  12.27527013   5.45400141  -1.57064032 -20.49212719
   0.        ]","[1.46449228e+00 1.09701962e+02 6.76127299e+01 1.06649298e+02
 1.03568790e-01 6.07143930e+01]",0.0001682305711483775,description_USE_text,descriptions,27040201,697.0981145363558,0.9171472309271849,0.6321847412386942,0.011876262643304335,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
price and PC3,-344.6947806409376,699.3895612818751,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3' 'sd.price' 'sd.description_USE_text_pc3']","[  0.17107931  15.88071939   3.97024245 -12.67738026 -15.04331595
   0.        ]","[2.30575550e-01 2.19636685e+01 5.58736100e+00 1.62748490e+01
 1.46985530e-02 2.35301088e+01]",0.0003499657887265155,description_USE_text,descriptions,27040201,697.0981145363558,2.2914467455193517,0.3179938065149605,0.0059738518169799495,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC1 and PC2,-344.0076308836415,698.0152617672829,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3' 'sd.description_USE_text_pc1'
 'sd.description_USE_text_pc2']","[  0.11298087  12.27527013   5.45400141  -1.57064032 -20.49212719
   0.        ]",[ 0.08721421  9.8552254   4.692964    9.59819389  1.02026251 23.823993  ],0.0001682305711483775,description_USE_text,descriptions,27040201,697.0981145363558,0.9171472309271849,0.6321847412386942,0.011876262643304335,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC1 and PC3,-342.987933656242,697.9758673124841,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3' 'sd.description_USE_text_pc1'
 'sd.description_USE_text_pc3']","[ 3.75929768e-01  3.67262103e+01  6.90815836e+00 -2.72521383e+01
  1.78806210e-02 -3.85460815e+01]",[ 0.90572077 88.37182922 17.64886287 65.93125831  1.77532778 93.66167055],5.71230471999783e-05,description_USE_text,descriptions,27040201,697.0981145363558,0.8777527761283181,0.644760474794506,0.012112511171461466,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
PC2 and PC3,-342.9634444214793,697.9268888429585,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3' 'sd.description_USE_text_pc2'
 'sd.description_USE_text_pc3']","[  0.23612739  20.29584923   9.11936258 -13.15015217  18.25078218
   3.10025367]",[ 0.2745519  23.94070113 10.9421768  15.66545892 23.89132388  3.97239024],5.56651536961527e-05,description_USE_text,descriptions,27040201,697.0981145363558,0.8287743066027815,0.6607450920969642,0.012412799205881174,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
"price, PC1, and PC2",-344.0076308836415,698.0152617672829,"['price' 'description_USE_text_pc1' 'description_USE_text_pc2'
 'description_USE_text_pc3' 'sd.price' 'sd.description_USE_text_pc1'
 'sd.description_USE_text_pc2']","[  0.11298087  12.27527013   5.45400141  -1.57064032 -20.49212719
   0.           0.        ]","[ 0.31326668 22.33531905 13.22458765 22.01945764  0.04886198  3.68608604
 16.68536297]",0.0001682305711483775,description_USE_text,descriptions,27040201,697.0981145363558,0.9171472309271849,0.6321847412386942,0.011876262643304335,27040201,Video Games,Nintendo Switch,Consoles,Consoles,312.0,6.0,199.80755615234375,74.0,2343.0,11.0
